ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
PUNCH_MODIFIED	1.255	2	2	1	0	521.754	26716.7
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
260	19	1	1	1	18	45	-90.514078 38.674713,-90.514083 38.674757,-90.514087 38.674825
19	260	1	1	1	18	45	-90.514087 38.674825,-90.514083 38.674757,-90.514078 38.674713
195	20	1	1	1	270	675	-90.509672 38.672529999999995,-90.509636 38.672529,-90.509553 38.672559,-90.509382 38.672669,-90.509039 38.673016000000004,-90.508766 38.673444
20	195	1	1	1	270	675	-90.508766 38.673444,-90.509039 38.673016000000004,-90.509382 38.672669,-90.509553 38.672559,-90.509636 38.672529,-90.509672 38.672529999999995
37	24	0	1	1	342	855	-90.525101 38.68012,-90.525319 38.679639,-90.525542 38.678966,-90.525644 38.678512999999995,-90.525669 38.678393,-90.525686 38.678229
24	37	0	1	1	342	855	-90.525686 38.678229,-90.525669 38.678393,-90.525644 38.678512999999995,-90.525542 38.678966,-90.525319 38.679639,-90.525101 38.68012
42	25	1	1	1	378	944	-90.507809 38.671465999999995,-90.507281 38.671020999999996,-90.506942 38.670664,-90.506484 38.670084
25	42	1	1	1	378	944	-90.506484 38.670084,-90.506942 38.670664,-90.507281 38.671020999999996,-90.507809 38.671465999999995
217	25	1	1	1	18	45	-90.506344 38.669895,-90.506373 38.669944,-90.506484 38.670084
25	217	1	1	1	18	45	-90.506484 38.670084,-90.506373 38.669944,-90.506344 38.669895
103	33	1	1	1	396	990	-90.505922 38.675978,-90.505896 38.676023,-90.505859 38.676203,-90.505854 38.676407,-90.505917 38.676601000000005,-90.506136 38.677034,-90.506199 38.677197,-90.506261 38.677377,-90.506324 38.677675,-90.506345 38.677859999999995,-90.506413 38.678104000000005,-90.506549 38.67842,-90.506599 38.678501
33	103	1	1	1	396	990	-90.506599 38.678501,-90.506549 38.67842,-90.506413 38.678104000000005,-90.506345 38.677859999999995,-90.506324 38.677675,-90.506261 38.677377,-90.506199 38.677197,-90.506136 38.677034,-90.505917 38.676601000000005,-90.505854 38.676407,-90.505859 38.676203,-90.505896 38.676023,-90.505922 38.675978
359	33	1	1	1	36	90	-90.506765 38.678658,-90.506721 38.678650000000005,-90.506669 38.678613999999996,-90.506599 38.678501
33	359	1	1	1	36	90	-90.506599 38.678501,-90.506669 38.678613999999996,-90.506721 38.678650000000005,-90.506765 38.678658
147	35	0	1	1	234	585	-90.522491 38.679277,-90.522586 38.678708,-90.522727 38.677949999999996,-90.522761 38.677858
35	147	0	1	1	234	585	-90.522761 38.677858,-90.522727 38.677949999999996,-90.522586 38.678708,-90.522491 38.679277
195	39	1	1	1	396	990	-90.509672 38.672529999999995,-90.50973 38.672544,-90.509807 38.672566,-90.51095 38.673142,-90.511496 38.673414
39	195	1	1	1	396	990	-90.511496 38.673414,-90.51095 38.673142,-90.509807 38.672566,-90.50973 38.672544,-90.509672 38.672529999999995
201	41	1	1	1	216	540	-90.505011 38.670728,-90.505224 38.670544,-90.505481 38.670317,-90.506074 38.669883,-90.506129 38.669853
41	201	1	1	1	216	540	-90.506129 38.669853,-90.506074 38.669883,-90.505481 38.670317,-90.505224 38.670544,-90.505011 38.670728
217	41	1	1	1	36	90	-90.506344 38.669895,-90.506297 38.669852,-90.506224 38.669814,-90.506191 38.66982,-90.506129 38.669853
41	217	1	1	1	36	90	-90.506129 38.669853,-90.506191 38.66982,-90.506224 38.669814,-90.506297 38.669852,-90.506344 38.669895
223	44	1	1	1	18	45	-90.514538 38.676427000000004,-90.514512 38.676452999999995
44	223	1	1	1	18	45	-90.514512 38.676452999999995,-90.514538 38.676427000000004
61	60	1	1	1	18	45	-90.49927 38.679137,-90.499246 38.679173,-90.49924 38.679212,-90.499267 38.67924
60	61	1	1	1	18	45	-90.499267 38.67924,-90.49924 38.679212,-90.499246 38.679173,-90.49927 38.679137
62	60	1	1	1	54	135	-90.499383 38.679238,-90.499356 38.679258000000004,-90.499312 38.679255999999995,-90.499267 38.67924
60	62	1	1	1	54	135	-90.499267 38.67924,-90.499312 38.679255999999995,-90.499356 38.679258000000004,-90.499383 38.679238
78	76	0	1	1	126	315	-90.51857 38.679853,-90.518634 38.679883000000004,-90.518661 38.679912,-90.518668 38.679962,-90.518651 38.679991,-90.518617 38.680006,-90.51859 38.680015
76	78	0	1	1	126	315	-90.51859 38.680015,-90.518617 38.680006,-90.518651 38.679991,-90.518668 38.679962,-90.518661 38.679912,-90.518634 38.679883000000004,-90.51857 38.679853
158	79	0	1	1	234	585	-90.520266 38.677797,-90.520487 38.677792,-90.520768 38.677797999999996,-90.521005 38.677836,-90.521794 38.678005
79	158	0	1	1	234	585	-90.521794 38.678005,-90.521005 38.677836,-90.520768 38.677797999999996,-90.520487 38.677792,-90.520266 38.677797
93	92	1	1	1	72	180	-90.507212 38.675621,-90.507249 38.675647,-90.50727 38.675681,-90.507273 38.675716,-90.507263 38.675748999999996,-90.507232 38.675767,-90.50719 38.675774000000004,-90.50715 38.67576,-90.507123 38.675737999999996,-90.507102 38.675716,-90.507084 38.675691,-90.507075 38.675655
92	93	1	1	1	72	180	-90.507075 38.675655,-90.507084 38.675691,-90.507102 38.675716,-90.507123 38.675737999999996,-90.50715 38.67576,-90.50719 38.675774000000004,-90.507232 38.675767,-90.507263 38.675748999999996,-90.507273 38.675716,-90.50727 38.675681,-90.507249 38.675647,-90.507212 38.675621
96	93	1	1	1	18	45	-90.507069 38.675602,-90.507112 38.675596,-90.507154 38.675598,-90.507212 38.675621
93	96	1	1	1	18	45	-90.507212 38.675621,-90.507154 38.675598,-90.507112 38.675596,-90.507069 38.675602
311	98	1	1	1	54	135	-90.502398 38.678338,-90.502506 38.67819,-90.502657 38.678036,-90.502851 38.677842,-90.503195 38.677517,-90.504224 38.676732
98	311	1	1	1	54	135	-90.504224 38.676732,-90.503195 38.677517,-90.502851 38.677842,-90.502657 38.678036,-90.502506 38.67819,-90.502398 38.678338
369	113	1	1	1	18	45	-90.515237 38.678287,-90.515243 38.678253,-90.515238 38.678219,-90.515227 38.678191999999996,-90.515214 38.678166000000004,-90.515186 38.67812
113	369	1	1	1	18	45	-90.515186 38.67812,-90.515214 38.678166000000004,-90.515227 38.678191999999996,-90.515238 38.678219,-90.515243 38.678253,-90.515237 38.678287
121	116	1	1	1	18	45	-90.516924 38.677527999999995,-90.516721 38.677403,-90.516632 38.677338,-90.516549 38.677282000000005,-90.516474 38.677226000000005,-90.516388 38.677155,-90.516336 38.677105,-90.516286 38.677064
116	121	1	1	1	18	45	-90.516286 38.677064,-90.516336 38.677105,-90.516388 38.677155,-90.516474 38.677226000000005,-90.516549 38.677282000000005,-90.516632 38.677338,-90.516721 38.677403,-90.516924 38.677527999999995
118	117	1	1	1	126	315	-90.516033 38.678653,-90.51607 38.67866,-90.516096 38.678677,-90.516116 38.678706,-90.516123 38.678737999999996,-90.51612 38.678771,-90.516106 38.678798,-90.516075 38.67882,-90.516043 38.678830000000005
117	118	1	1	1	126	315	-90.516043 38.678830000000005,-90.516075 38.67882,-90.516106 38.678798,-90.51612 38.678771,-90.516123 38.678737999999996,-90.516116 38.678706,-90.516096 38.678677,-90.51607 38.67866,-90.516033 38.678653
120	119	1	1	1	108	270	-90.516827 38.679122,-90.516862 38.679144,-90.516884 38.67917,-90.516892 38.679245,-90.51686 38.679298,-90.516813 38.679323,-90.516781 38.679317
119	120	1	1	1	108	270	-90.516781 38.679317,-90.516813 38.679323,-90.51686 38.679298,-90.516892 38.679245,-90.516884 38.67917,-90.516862 38.679144,-90.516827 38.679122
122	121	1	1	1	72	180	-90.51759 38.677831,-90.51735 38.677733,-90.516924 38.677527999999995
121	122	1	1	1	72	180	-90.516924 38.677527999999995,-90.51735 38.677733,-90.51759 38.677831
129	128	1	1	1	216	540	-90.514919 38.675351,-90.514948 38.675335000000004,-90.514994 38.675289,-90.515018 38.675233,-90.515018 38.675191,-90.514996 38.675146999999996,-90.514958 38.675110000000004,-90.514919 38.675107
128	129	1	1	1	216	540	-90.514919 38.675107,-90.514958 38.675110000000004,-90.514996 38.675146999999996,-90.515018 38.675191,-90.515018 38.675233,-90.514994 38.675289,-90.514948 38.675335000000004,-90.514919 38.675351
139	138	0	1	1	54	135	-90.520704 38.679764,-90.52069 38.679743,-90.520674 38.679731000000004,-90.520649 38.679716,-90.520595 38.679707,-90.520553 38.67972,-90.520534 38.679747,-90.520529 38.679766
138	139	0	1	1	54	135	-90.520529 38.679766,-90.520534 38.679747,-90.520553 38.67972,-90.520595 38.679707,-90.520649 38.679716,-90.520674 38.679731000000004,-90.52069 38.679743,-90.520704 38.679764
164	144	0	1	1	180	450	-90.523546 38.680519000000004,-90.523525 38.680448999999996,-90.523479 38.680345,-90.523401 38.68022,-90.523303 38.680122999999995,-90.523224 38.680062,-90.523142 38.680019,-90.522834 38.679911000000004,-90.52249 38.679835,-90.522163 38.67982
144	164	0	1	1	180	450	-90.522163 38.67982,-90.52249 38.679835,-90.522834 38.679911000000004,-90.523142 38.680019,-90.523224 38.680062,-90.523303 38.680122999999995,-90.523401 38.68022,-90.523479 38.680345,-90.523525 38.680448999999996,-90.523546 38.680519000000004
152	151	0	1	1	90	225	-90.524415 38.679203,-90.524389 38.679199,-90.524357 38.679203,-90.524316 38.679226,-90.524301 38.67926,-90.524306 38.679327,-90.52433 38.679356999999996
151	152	0	1	1	90	225	-90.52433 38.679356999999996,-90.524306 38.679327,-90.524301 38.67926,-90.524316 38.679226,-90.524357 38.679203,-90.524389 38.679199,-90.524415 38.679203
326	152	0	1	1	198	495	-90.524743 38.677801,-90.524672 38.678298,-90.524578 38.678761,-90.524512 38.678929,-90.524415 38.679203
152	326	0	1	1	198	495	-90.524415 38.679203,-90.524512 38.678929,-90.524578 38.678761,-90.524672 38.678298,-90.524743 38.677801
158	156	0	1	1	90	225	-90.520266 38.677797,-90.520258 38.677777,-90.520243 38.677762,-90.520208 38.677746,-90.520163 38.677733,-90.520132 38.677733,-90.520111 38.677741999999995,-90.520094 38.677762,-90.520088 38.677792
156	158	0	1	1	90	225	-90.520088 38.677792,-90.520094 38.677762,-90.520111 38.677741999999995,-90.520132 38.677733,-90.520163 38.677733,-90.520208 38.677746,-90.520243 38.677762,-90.520258 38.677777,-90.520266 38.677797
161	160	0	1	1	54	135	-90.524365 38.681585,-90.524363 38.6816,-90.524326 38.68163,-90.524261 38.68164
160	161	0	1	1	54	135	-90.524261 38.68164,-90.524326 38.68163,-90.524363 38.6816,-90.524365 38.681585
162	160	0	1	1	18	45	-90.524199 38.681556,-90.524224 38.681626,-90.524261 38.68164
160	162	0	1	1	18	45	-90.524261 38.68164,-90.524224 38.681626,-90.524199 38.681556
166	165	0	1	1	72	180	-90.524837 38.68091,-90.524825 38.680930000000004,-90.524785 38.68096,-90.524742 38.68096,-90.524727 38.68096,-90.524681 38.680935000000005,-90.524658 38.680885
165	166	0	1	1	72	180	-90.524658 38.680885,-90.524681 38.680935000000005,-90.524727 38.68096,-90.524742 38.68096,-90.524785 38.68096,-90.524825 38.680930000000004,-90.524837 38.68091
168	167	1	1	1	126	315	-90.512067 38.674853999999996,-90.512067 38.67474,-90.512056 38.674724999999995,-90.512032 38.67472,-90.511854 38.674715,-90.511826 38.674729
167	168	1	1	1	126	315	-90.511826 38.674729,-90.511854 38.674715,-90.512032 38.67472,-90.512056 38.674724999999995,-90.512067 38.67474,-90.512067 38.674853999999996
261	168	1	1	1	54	135	-90.512503 38.674823,-90.512067 38.674853999999996
168	261	1	1	1	54	135	-90.512067 38.674853999999996,-90.512503 38.674823
173	172	1	1	1	162	405	-90.511721 38.677080000000004,-90.511618 38.677094,-90.511595 38.677114,-90.511589 38.677154,-90.511592 38.677192000000005,-90.511554 38.677453,-90.511572 38.677507
172	173	1	1	1	162	405	-90.511572 38.677507,-90.511554 38.677453,-90.511592 38.677192000000005,-90.511589 38.677154,-90.511595 38.677114,-90.511618 38.677094,-90.511721 38.677080000000004
196	193	1	1	1	252	630	-90.509368 38.673991,-90.509769 38.674238,-90.510112 38.674493,-90.510343 38.674724,-90.510488 38.674918000000005,-90.510533 38.674998
193	196	1	1	1	252	630	-90.510533 38.674998,-90.510488 38.674918000000005,-90.510343 38.674724,-90.510112 38.674493,-90.509769 38.674238,-90.509368 38.673991
214	197	1	1	1	90	225	-90.508029 38.673159999999996,-90.508129 38.673198,-90.508335 38.673294999999996,-90.508623 38.673494000000005,-90.508697 38.673553
197	214	1	1	1	90	225	-90.508697 38.673553,-90.508623 38.673494000000005,-90.508335 38.673294999999996,-90.508129 38.673198,-90.508029 38.673159999999996
218	198	1	1	1	72	180	-90.507579 38.672286,-90.50739 38.672551,-90.507234 38.672792
198	218	1	1	1	72	180	-90.507234 38.672792,-90.50739 38.672551,-90.507579 38.672286
201	200	1	1	1	288	720	-90.505011 38.670728,-90.504729 38.671009,-90.504654 38.671093,-90.504557 38.671251,-90.504433 38.671433,-90.504099 38.671959
200	201	1	1	1	288	720	-90.504099 38.671959,-90.504433 38.671433,-90.504557 38.671251,-90.504654 38.671093,-90.504729 38.671009,-90.505011 38.670728
203	202	1	1	1	108	270	-90.506167 38.672405999999995,-90.506125 38.672359,-90.506128 38.672304,-90.506166 38.672255,-90.506201 38.672241,-90.50625 38.672236,-90.50628 38.672241,-90.506314 38.672257
202	203	1	1	1	108	270	-90.506314 38.672257,-90.50628 38.672241,-90.50625 38.672236,-90.506201 38.672241,-90.506166 38.672255,-90.506128 38.672304,-90.506125 38.672359,-90.506167 38.672405999999995
207	204	1	1	1	54	135	-90.505276 38.671767,-90.505148 38.671925,-90.505019 38.672139,-90.504923 38.672331
204	207	1	1	1	54	135	-90.504923 38.672331,-90.505019 38.672139,-90.505148 38.671925,-90.505276 38.671767
206	205	1	1	1	36	90	-90.505663 38.671677,-90.505639 38.671634999999995,-90.50559 38.671607,-90.505528 38.671605,-90.505459 38.671614000000005
205	206	1	1	1	36	90	-90.505459 38.671614000000005,-90.505528 38.671605,-90.50559 38.671607,-90.505639 38.671634999999995,-90.505663 38.671677
207	205	1	1	1	36	90	-90.505276 38.671767,-90.505274 38.671715,-90.505292 38.671681,-90.505341 38.671649,-90.505392 38.671626,-90.505459 38.671614000000005
205	207	1	1	1	36	90	-90.505459 38.671614000000005,-90.505392 38.671626,-90.505341 38.671649,-90.505292 38.671681,-90.505274 38.671715,-90.505276 38.671767
207	206	1	1	1	54	135	-90.505276 38.671767,-90.505477 38.671776,-90.505571 38.671769,-90.505644 38.671748,-90.505671 38.671723,-90.505663 38.671677
206	207	1	1	1	54	135	-90.505663 38.671677,-90.505671 38.671723,-90.505644 38.671748,-90.505571 38.671769,-90.505477 38.671776,-90.505276 38.671767
209	208	1	1	1	126	315	-90.506152 38.671062,-90.50609 38.671056,-90.506036 38.671039,-90.505999 38.671018000000004,-90.505967 38.670998,-90.505954 38.670966,-90.505957 38.670946
208	209	1	1	1	126	315	-90.505957 38.670946,-90.505954 38.670966,-90.505967 38.670998,-90.505999 38.671018000000004,-90.506036 38.671039,-90.50609 38.671056,-90.506152 38.671062
219	218	1	1	1	126	315	-90.507958 38.671583,-90.507965 38.671636,-90.507944 38.671701,-90.507579 38.672286
218	219	1	1	1	126	315	-90.507579 38.672286,-90.507944 38.671701,-90.507965 38.671636,-90.507958 38.671583
325	221	1	1	1	108	270	-90.509752 38.676124,-90.509778 38.676080999999996,-90.509792 38.676050000000004,-90.509796 38.676012,-90.509783 38.675958,-90.509749 38.675933,-90.509675 38.675925
221	325	1	1	1	108	270	-90.509675 38.675925,-90.509749 38.675933,-90.509783 38.675958,-90.509796 38.676012,-90.509792 38.676050000000004,-90.509778 38.676080999999996,-90.509752 38.676124
223	222	1	1	1	36	90	-90.514538 38.676427000000004,-90.514573 38.676398,-90.514617 38.676387,-90.514661 38.676403
222	223	1	1	1	36	90	-90.514661 38.676403,-90.514617 38.676387,-90.514573 38.676398,-90.514538 38.676427000000004
227	226	1	1	1	54	135	-90.517684 38.679731000000004,-90.517715 38.679726,-90.517744 38.679699,-90.517754 38.679684,-90.517746 38.679635000000005
226	227	1	1	1	54	135	-90.517746 38.679635000000005,-90.517754 38.679684,-90.517744 38.679699,-90.517715 38.679726,-90.517684 38.679731000000004
228	227	1	1	1	54	135	-90.517692 38.679547,-90.51765 38.67957,-90.517615 38.679607000000004,-90.517599 38.679663000000005,-90.517608 38.679704,-90.517637 38.679731000000004,-90.517684 38.679731000000004
227	228	1	1	1	54	135	-90.517684 38.679731000000004,-90.517637 38.679731000000004,-90.517608 38.679704,-90.517599 38.679663000000005,-90.517615 38.679607000000004,-90.51765 38.67957,-90.517692 38.679547
