ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
INERTIAL_FLOW_MODIFIED	0.037	2	2	1	2.61551	268.261	14693.7
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
63	4	0	1	1	234	585	-90.49659 38.740944,-90.496589 38.741838,-90.496579 38.741894,-90.496568 38.741938000000005,-90.496553 38.741978,-90.496539 38.741994
4	63	0	1	1	234	585	-90.496539 38.741994,-90.496553 38.741978,-90.496568 38.741938000000005,-90.496579 38.741894,-90.496589 38.741838,-90.49659 38.740944
217	8	0	1	1	72	180	-90.49516 38.74344,-90.495248 38.743372,-90.495371 38.743275,-90.495509 38.743169
8	217	0	1	1	72	180	-90.495509 38.743169,-90.495371 38.743275,-90.495248 38.743372,-90.49516 38.74344
13	12	0	1	1	540	1350	-90.498069 38.745214000000004,-90.498086 38.744547,-90.498105 38.742614
12	13	0	1	1	540	1350	-90.498105 38.742614,-90.498086 38.744547,-90.498069 38.745214000000004
17	16	0	1	1	198	495	-90.49708 38.746032,-90.497065 38.745355,-90.497072 38.745236,-90.497083 38.745137,-90.49709 38.745055
16	17	0	1	1	198	495	-90.49709 38.745055,-90.497083 38.745137,-90.497072 38.745236,-90.497065 38.745355,-90.49708 38.746032
19	18	0	1	1	216	540	-90.492949 38.745327,-90.492883 38.745314,-90.492776 38.745301,-90.492699 38.745305,-90.492178 38.7455,-90.491948 38.745597000000004,-90.491838 38.745661,-90.491698 38.745781
18	19	0	1	1	216	540	-90.491698 38.745781,-90.491838 38.745661,-90.491948 38.745597000000004,-90.492178 38.7455,-90.492699 38.745305,-90.492776 38.745301,-90.492883 38.745314,-90.492949 38.745327
203	20	0	1	1	54	135	-90.494262 38.746932,-90.49427 38.746913,-90.494271 38.746879,-90.494252 38.746541
20	203	0	1	1	54	135	-90.494252 38.746541,-90.494271 38.746879,-90.49427 38.746913,-90.494262 38.746932
26	24	0	1	1	18	45	-90.49297 38.746515,-90.492954 38.746162
24	26	0	1	1	18	45	-90.492954 38.746162,-90.49297 38.746515
26	25	0	1	1	288	720	-90.49297 38.746515,-90.492863 38.746519,-90.492699 38.746522999999996,-90.492505 38.746537000000004,-90.492311 38.74655,-90.492152 38.746581,-90.492035 38.746621000000005,-90.491933 38.746669,-90.491805 38.746700000000004,-90.491687 38.746708999999996,-90.491544 38.746700000000004,-90.490995 38.746662
25	26	0	1	1	288	720	-90.490995 38.746662,-90.491544 38.746700000000004,-90.491687 38.746708999999996,-90.491805 38.746700000000004,-90.491933 38.746669,-90.492035 38.746621000000005,-90.492152 38.746581,-90.492311 38.74655,-90.492505 38.746537000000004,-90.492699 38.746522999999996,-90.492863 38.746519,-90.49297 38.746515
141	44	1	1	1	90	225	-90.499663 38.753851999999995,-90.500317 38.754487999999995
44	141	1	1	1	90	225	-90.500317 38.754487999999995,-90.499663 38.753851999999995
143	45	1	1	1	72	180	-90.501223 38.766575,-90.502813 38.766956
45	143	1	1	1	72	180	-90.502813 38.766956,-90.501223 38.766575
146	46	1	1	1	144	360	-90.499281 38.751379,-90.500985 38.751697
46	146	1	1	1	144	360	-90.500985 38.751697,-90.499281 38.751379
158	50	1	1	1	216	540	-90.499796 38.755217,-90.501252 38.75629,-90.501384 38.756359,-90.501504 38.756406,-90.501648 38.756446,-90.501764 38.756466,-90.502634 38.756456
50	158	1	1	1	216	540	-90.502634 38.756456,-90.501764 38.756466,-90.501648 38.756446,-90.501504 38.756406,-90.501384 38.756359,-90.501252 38.75629,-90.499796 38.755217
171	51	1	1	1	360	900	-90.494742 38.751954999999995,-90.495774 38.75526,-90.49582 38.755379000000005,-90.495917 38.755498
51	171	1	1	1	360	900	-90.495917 38.755498,-90.49582 38.755379000000005,-90.495774 38.75526,-90.494742 38.751954999999995
64	62	0	1	1	108	270	-90.496499 38.742027,-90.49647 38.742042,-90.496424 38.742051000000004,-90.496378 38.742055,-90.49621 38.742046,-90.496085 38.742038,-90.495948 38.742036,-90.495839 38.742041,-90.495727 38.742049,-90.495643 38.742057,-90.495557 38.742073000000005
