ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
MIP_CCP	46.195	2	2	1.14286	28.4667	627.888	42763.9
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
189	3	1	1	1	36	90	-90.43312 38.700073,-90.433057 38.700075999999996,-90.432776 38.700085,-90.432575 38.700086,-90.432461 38.700086,-90.432273 38.700066,-90.432124 38.700018
3	189	1	1	1	36	90	-90.432124 38.700018,-90.432273 38.700066,-90.432461 38.700086,-90.432575 38.700086,-90.432776 38.700085,-90.433057 38.700075999999996,-90.43312 38.700073
266	4	0	1	1	108	270	-90.432818 38.714124999999996,-90.432923 38.714126
4	266	0	1	1	108	270	-90.432923 38.714126,-90.432818 38.714124999999996
261	9	0	1	1	72	180	-90.432796 38.713265,-90.432846 38.713263999999995
9	261	0	1	1	72	180	-90.432846 38.713263999999995,-90.432796 38.713265
19	18	0	1	1	162	405	-90.443412 38.70519,-90.443276 38.705061,-90.44321 38.705006999999995,-90.442916 38.704827
18	19	0	1	1	162	405	-90.442916 38.704827,-90.44321 38.705006999999995,-90.443276 38.705061,-90.443412 38.70519
147	20	0	1	1	216	540	-90.446062 38.704958000000005,-90.446835 38.704983
20	147	0	1	1	216	540	-90.446835 38.704983,-90.446062 38.704958000000005
142	21	0	1	1	108	270	-90.442125 38.705473,-90.442282 38.705599,-90.442466 38.705724000000004,-90.442701 38.705884999999995,-90.442763 38.705938
21	142	0	1	1	108	270	-90.442763 38.705938,-90.442701 38.705884999999995,-90.442466 38.705724000000004,-90.442282 38.705599,-90.442125 38.705473
125	22	0	1	1	234	585	-90.442128 38.70214,-90.442031 38.702184,-90.441924 38.702222,-90.441855 38.702235,-90.441781 38.702239,-90.441706 38.702246,-90.441115 38.702246,-90.44103 38.702239,-90.441002 38.70223,-90.44097 38.702208
22	125	0	1	1	234	585	-90.44097 38.702208,-90.441002 38.70223,-90.44103 38.702239,-90.441115 38.702246,-90.441706 38.702246,-90.441781 38.702239,-90.441855 38.702235,-90.441924 38.702222,-90.442031 38.702184,-90.442128 38.70214
237	26	0	1	1	54	135	-90.435852 38.707224,-90.434955 38.707238000000004
26	237	0	1	1	54	135	-90.434955 38.707238000000004,-90.435852 38.707224
223	27	0	1	1	36	90	-90.438979 38.701797,-90.438974 38.700593,-90.438959 38.699972
27	223	0	1	1	36	90	-90.438959 38.699972,-90.438974 38.700593,-90.438979 38.701797
234	28	0	1	1	90	225	-90.435777 38.70434,-90.435734 38.70205
28	234	0	1	1	90	225	-90.435734 38.70205,-90.435777 38.70434
255	29	0	1	1	108	270	-90.437341 38.712562,-90.437344 38.711973,-90.437369 38.711020000000005,-90.437378 38.709401
29	255	0	1	1	108	270	-90.437378 38.709401,-90.437369 38.711020000000005,-90.437344 38.711973,-90.437341 38.712562
265	32	0	1	1	36	90	-90.430245 38.713678,-90.430225 38.713708,-90.430218 38.713764,-90.430219 38.713898
32	265	0	1	1	36	90	-90.430219 38.713898,-90.430218 38.713764,-90.430225 38.713708,-90.430245 38.713678
162	33	0	1	1	72	180	-90.426528 38.710197,-90.426636 38.710189,-90.426754 38.710189,-90.427164 38.71019
33	162	0	1	1	72	180	-90.427164 38.71019,-90.426754 38.710189,-90.426636 38.710189,-90.426528 38.710197
45	39	1	1	1	342	855	-90.426491 38.710197,-90.426291 38.710204000000004,-90.42569 38.710214,-90.425143 38.710211,-90.424984 38.710218999999995,-90.424876 38.710223,-90.424773 38.710248
39	45	1	1	1	342	855	-90.424773 38.710248,-90.424876 38.710223,-90.424984 38.710218999999995,-90.425143 38.710211,-90.42569 38.710214,-90.426291 38.710204000000004,-90.426491 38.710197
239	86	0	1	1	18	45	-90.433632 38.707265,-90.433628 38.707755
86	239	0	1	1	18	45	-90.433628 38.707755,-90.433632 38.707265
148	123	0	1	1	234	585	-90.446108 38.704062,-90.446164 38.704069000000004,-90.44648 38.704094,-90.446797 38.704109,-90.447113 38.704114000000004,-90.447355 38.704109,-90.447488 38.704105
123	148	0	1	1	234	585	-90.447488 38.704105,-90.447355 38.704109,-90.447113 38.704114000000004,-90.446797 38.704109,-90.44648 38.704094,-90.446164 38.704069000000004,-90.446108 38.704062
387	127	0	1	1	36	90	-90.443127 38.699957999999995,-90.443302 38.699934999999996,-90.443477 38.699926000000005,-90.443648 38.699923999999996,-90.443766 38.699926000000005,-90.443865 38.699931
127	387	0	1	1	36	90	-90.443865 38.699931,-90.443766 38.699926000000005,-90.443648 38.699923999999996,-90.443477 38.699926000000005,-90.443302 38.699934999999996,-90.443127 38.699957999999995
377	128	0	1	1	396	990	-90.444837 38.702225999999996,-90.44489 38.702227,-90.445148 38.702247,-90.44543 38.702284,-90.445911 38.702371,-90.446217 38.70241,-90.446324 38.702420000000004,-90.446434 38.702425000000005,-90.446883 38.702433,-90.447139 38.702433
