ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
MIP_CCP	12.958	2	2	1.04348	39.8482	784.291	39888.8
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
183	2	0	1	1	54	135	-90.60637 38.689856,-90.60639 38.689543,-90.606464 38.689408,-90.606475 38.689232000000004,-90.606461 38.689104,-90.606418 38.688952
2	183	0	1	1	54	135	-90.606418 38.688952,-90.606461 38.689104,-90.606475 38.689232000000004,-90.606464 38.689408,-90.60639 38.689543,-90.60637 38.689856
220	2	0	1	1	54	135	-90.605319 38.686704,-90.605345 38.686817000000005,-90.605424 38.687086,-90.605515 38.687225999999995,-90.605666 38.687487000000004,-90.605894 38.687897,-90.606362 38.688801,-90.606418 38.688952
2	220	0	1	1	54	135	-90.606418 38.688952,-90.606362 38.688801,-90.605894 38.687897,-90.605666 38.687487000000004,-90.605515 38.687225999999995,-90.605424 38.687086,-90.605345 38.686817000000005,-90.605319 38.686704
195	4	1	1	1	54	135	-90.619079 38.687197999999995,-90.618918 38.687199
4	195	1	1	1	54	135	-90.618918 38.687199,-90.619079 38.687197999999995
196	4	1	1	1	54	135	-90.618138 38.687205,-90.618918 38.687199
4	196	1	1	1	54	135	-90.618918 38.687199,-90.618138 38.687205
208	5	1	1	1	234	585	-90.628241 38.676077,-90.629012 38.676832000000005,-90.629652 38.677444,-90.629817 38.677591
5	208	1	1	1	234	585	-90.629817 38.677591,-90.629652 38.677444,-90.629012 38.676832000000005,-90.628241 38.676077
95	6	1	1	1	54	135	-90.618168 38.68519,-90.619253 38.685192
6	95	1	1	1	54	135	-90.619253 38.685192,-90.618168 38.68519
105	6	1	1	1	18	45	-90.619566 38.685192,-90.619253 38.685192
6	105	1	1	1	18	45	-90.619253 38.685192,-90.619566 38.685192
174	8	0	1	1	288	719	-90.609155 38.676722,-90.609633 38.676729,-90.610026 38.676703,-90.610322 38.676587,-90.6106 38.676412,-90.610835 38.676281,-90.611062 38.676213000000004,-90.611267 38.676175,-90.611558 38.676140000000004,-90.611839 38.676153,-90.612184 38.676254,-90.612468 38.676393000000004,-90.612682 38.67654,-90.61285 38.676719,-90.612979 38.676879,-90.613403 38.677944,-90.614163 38.680275
8	174	0	1	1	288	719	-90.614163 38.680275,-90.613403 38.677944,-90.612979 38.676879,-90.61285 38.676719,-90.612682 38.67654,-90.612468 38.676393000000004,-90.612184 38.676254,-90.611839 38.676153,-90.611558 38.676140000000004,-90.611267 38.676175,-90.611062 38.676213000000004,-90.610835 38.676281,-90.6106 38.676412,-90.610322 38.676587,-90.610026 38.676703,-90.609633 38.676729,-90.609155 38.676722
96	10	1	1	1	288	719	-90.627319 38.678034,-90.628453 38.679128,-90.628599 38.679289,-90.628947 38.679624000000004,-90.629432 38.680043999999995
10	96	1	1	1	288	719	-90.629432 38.680043999999995,-90.628947 38.679624000000004,-90.628599 38.679289,-90.628453 38.679128,-90.627319 38.678034
40	11	0	1	1	54	135	-90.610171 38.688967000000005,-90.610188 38.689212999999995,-90.610196 38.689713,-90.610172 38.689917,-90.610138 38.689993,-90.610067 38.690088,-90.609973 38.690165,-90.609859 38.690213,-90.609727 38.690241,-90.608983 38.690358,-90.608795 38.690326999999996,-90.608747 38.690281999999996,-90.608673 38.69018,-90.608274 38.689343,-90.608252 38.689272
11	40	0	1	1	54	135	-90.608252 38.689272,-90.608274 38.689343,-90.608673 38.69018,-90.608747 38.690281999999996,-90.608795 38.690326999999996,-90.608983 38.690358,-90.609727 38.690241,-90.609859 38.690213,-90.609973 38.690165,-90.610067 38.690088,-90.610138 38.689993,-90.610172 38.689917,-90.610196 38.689713,-90.610188 38.689212999999995,-90.610171 38.688967000000005
