ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
INERTIAL_FLOW_MODIFIED	0.067	2	3	1	2.15166	307.277	28442.2
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
47	7	0	1	1	288	719	-90.387114 38.654228,-90.388339 38.654216000000005,-90.388529 38.654174,-90.388679 38.654104000000004,-90.388805 38.654022999999995
7	47	0	1	1	288	719	-90.388805 38.654022999999995,-90.388679 38.654104000000004,-90.388529 38.654174,-90.388339 38.654216000000005,-90.387114 38.654228
80	10	0	1	1	54	135	-90.386275 38.646232,-90.386302 38.646222,-90.386341 38.646222,-90.386392 38.646234,-90.386574 38.646288999999996
10	80	0	1	1	54	135	-90.386574 38.646288999999996,-90.386392 38.646234,-90.386341 38.646222,-90.386302 38.646222,-90.386275 38.646232
13	12	1	1	1	90	225	-90.382916 38.641580000000005,-90.382508 38.641693000000004,-90.382428 38.641766000000004,-90.382419 38.641825,-90.382403 38.641914,-90.382432 38.641973,-90.382475 38.642008000000004,-90.382518 38.642049,-90.382549 38.642059,-90.382646 38.642078999999995
12	13	1	1	1	90	225	-90.382646 38.642078999999995,-90.382549 38.642059,-90.382518 38.642049,-90.382475 38.642008000000004,-90.382432 38.641973,-90.382403 38.641914,-90.382419 38.641825,-90.382428 38.641766000000004,-90.382508 38.641693000000004,-90.382916 38.641580000000005
16	15	1	1	1	306	765	-90.381938 38.642712,-90.38189 38.642675,-90.381847 38.642641999999995,-90.381788 38.6426,-90.381723 38.642531000000005,-90.381643 38.642424,-90.381579 38.642308,-90.381514 38.642123,-90.381493 38.641969,-90.381493 38.641802999999996,-90.381514 38.641649,-90.381563 38.64151,-90.381616 38.641431,-90.381664 38.641352,-90.38175 38.641264,-90.381879 38.641148,-90.382056 38.641051000000004,-90.382292 38.640967,-90.382528 38.640916000000004,-90.382609 38.640898,-90.382725 38.640885
15	16	1	1	1	306	765	-90.382725 38.640885,-90.382609 38.640898,-90.382528 38.640916000000004,-90.382292 38.640967,-90.382056 38.641051000000004,-90.381879 38.641148,-90.38175 38.641264,-90.381664 38.641352,-90.381616 38.641431,-90.381563 38.64151,-90.381514 38.641649,-90.381493 38.641802999999996,-90.381493 38.641969,-90.381514 38.642123,-90.381579 38.642308,-90.381643 38.642424,-90.381723 38.642531000000005,-90.381788 38.6426,-90.381847 38.642641999999995,-90.38189 38.642675,-90.381938 38.642712
38	15	1	1	1	18	45	-90.382716 38.6408,-90.382725 38.640885
15	38	1	1	1	18	45	-90.382725 38.640885,-90.382716 38.6408
25	21	0	1	1	90	225	-90.393162 38.645907,-90.393691 38.645568
21	25	0	1	1	90	225	-90.393691 38.645568,-90.393162 38.645907
33	32	1	1	1	198	495	-90.383017 38.64651,-90.382987 38.647266
32	33	1	1	1	198	495	-90.382987 38.647266,-90.383017 38.64651
157	43	0	1	1	36	90	-90.387122 38.653417000000005,-90.387124 38.653121999999996
43	157	0	1	1	36	90	-90.387124 38.653121999999996,-90.387122 38.653417000000005
91	51	0	1	1	144	360	-90.386258 38.65135,-90.38598 38.651232
51	91	0	1	1	144	360	-90.38598 38.651232,-90.386258 38.65135
59	58	0	1	1	180	450	-90.389741 38.649009,-90.389491 38.649080999999995,-90.389207 38.649196,-90.388955 38.649315,-90.38874 38.649429999999995,-90.388572 38.649526
58	59	0	1	1	180	450	-90.388572 38.649526,-90.38874 38.649429999999995,-90.388955 38.649315,-90.389207 38.649196,-90.389491 38.649080999999995,-90.389741 38.649009
80	74	0	1	1	72	180	-90.386275 38.646232,-90.386238 38.646243999999996,-90.386207 38.646263000000005,-90.386185 38.646285,-90.386171 38.646311,-90.386133 38.646371,-90.386036 38.646557,-90.385914 38.646782,-90.385834 38.64694
74	80	0	1	1	72	180	-90.385834 38.64694,-90.385914 38.646782,-90.386036 38.646557,-90.386133 38.646371,-90.386171 38.646311,-90.386185 38.646285,-90.386207 38.646263000000005,-90.386238 38.646243999999996,-90.386275 38.646232
79	78	0	1	1	90	225	-90.387769 38.647141000000005,-90.388081 38.647124000000005
78	79	0	1	1	90	225	-90.388081 38.647124000000005,-90.387769 38.647141000000005
88	86	0	1	1	144	360	-90.390187 38.649688999999995,-90.390389 38.650005
86	88	0	1	1	144	360	-90.390389 38.650005,-90.390187 38.649688999999995
90	89	0	1	1	108	270	-90.386373 38.652277,-90.386197 38.652408
89	90	0	1	1	108	270	-90.386197 38.652408,-90.386373 38.652277
92	91	0	1	1	468	1170	-90.388703 38.650717,-90.388498 38.650823,-90.388368 38.650877,-90.388181 38.65092,-90.387938 38.650931,-90.387783 38.650925,-90.387434 38.650872,-90.387279 38.650845000000004,-90.387036 38.650855,-90.386825 38.650909,-90.386675 38.650979,-90.38647 38.651097,-90.386327 38.651258999999996,-90.386258 38.65135
91	92	0	1	1	468	1170	-90.386258 38.65135,-90.386327 38.651258999999996,-90.38647 38.651097,-90.386675 38.650979,-90.386825 38.650909,-90.387036 38.650855,-90.387279 38.650845000000004,-90.387434 38.650872,-90.387783 38.650925,-90.387938 38.650931,-90.388181 38.65092,-90.388368 38.650877,-90.388498 38.650823,-90.388703 38.650717
190	96	2	1	1	72	180	-90.374567 38.639205000000004,-90.374578 38.640080999999995
96	190	2	1	1	72	180	-90.374578 38.640080999999995,-90.374567 38.639205000000004
156	101	2	1	1	270	675	-90.383525 38.639958,-90.382833 38.639976000000004,-90.382066 38.640048
101	156	2	1	1	270	675	-90.382066 38.640048,-90.382833 38.639976000000004,-90.383525 38.639958
178	103	1	1	1	198	495	-90.380516 38.643673,-90.380647 38.643614,-90.380797 38.643586,-90.380926 38.643577,-90.381135 38.6436,-90.381505 38.643684,-90.381714 38.643781000000004,-90.382009 38.643939,-90.382186 38.644073,-90.382326 38.644175000000004
103	178	1	1	1	198	495	-90.382326 38.644175000000004,-90.382186 38.644073,-90.382009 38.643939,-90.381714 38.643781000000004,-90.381505 38.643684,-90.381135 38.6436,-90.380926 38.643577,-90.380797 38.643586,-90.380647 38.643614,-90.380516 38.643673
152	111	2	1	1	54	135	-90.380643 38.642799,-90.38056 38.64263,-90.380506 38.642517999999995,-90.380431 38.642277
111	152	2	1	1	54	135	-90.380431 38.642277,-90.380506 38.642517999999995,-90.38056 38.64263,-90.380643 38.642799
173	113	1	1	1	126	315	-90.379957 38.648489999999995,-90.380032 38.64851,-90.380171 38.648500999999996,-90.380386 38.648472999999996,-90.380691 38.648427,-90.381083 38.648348
113	173	1	1	1	126	315	-90.381083 38.648348,-90.380691 38.648427,-90.380386 38.648472999999996,-90.380171 38.648500999999996,-90.380032 38.64851,-90.379957 38.648489999999995
130	115	1	1	1	18	45	-90.383793 38.652423,-90.383851 38.652421000000004,-90.384227 38.652337,-90.384457 38.652198,-90.384534 38.652113
115	130	1	1	1	18	45	-90.384534 38.652113,-90.384457 38.652198,-90.384227 38.652337,-90.383851 38.652421000000004,-90.383793 38.652423
156	123	2	1	1	126	315	-90.383525 38.639958,-90.384002 38.639939,-90.384354 38.639939,-90.384557 38.639950999999996
123	156	2	1	1	126	315	-90.384557 38.639950999999996,-90.384354 38.639939,-90.384002 38.639939,-90.383525 38.639958
228	123	2	1	1	54	135	-90.384509 38.640194,-90.384557 38.639950999999996
123	228	2	1	1	54	135	-90.384557 38.639950999999996,-90.384509 38.640194
139	131	2	1	1	342	855	-90.380476 38.637350999999995,-90.380475 38.637436,-90.380521 38.637954,-90.380547 38.638172,-90.380563 38.63836,-90.380563 38.638521999999995
131	139	2	1	1	342	855	-90.380563 38.638521999999995,-90.380563 38.63836,-90.380547 38.638172,-90.380521 38.637954,-90.380475 38.637436,-90.380476 38.637350999999995
201	132	0	1	1	342	855	-90.393652 38.6499,-90.393113 38.649930999999995,-90.392422 38.649951,-90.392011 38.649951,-90.391926 38.649952,-90.391873 38.64994,-90.391844 38.649918
132	201	0	1	1	342	855	-90.391844 38.649918,-90.391873 38.64994,-90.391926 38.649952,-90.392011 38.649951,-90.392422 38.649951,-90.393113 38.649930999999995,-90.393652 38.6499
192	133	2	1	1	288	720	-90.376869 38.637674000000004,-90.376831 38.637544,-90.376724 38.637242,-90.376643 38.637071,-90.376509 38.636885,-90.376423 38.636797,-90.376322 38.636708999999996
133	192	2	1	1	288	720	-90.376322 38.636708999999996,-90.376423 38.636797,-90.376509 38.636885,-90.376643 38.637071,-90.376724 38.637242,-90.376831 38.637544,-90.376869 38.637674000000004
263	134	2	1	1	18	45	-90.375992 38.642374000000004,-90.37612 38.64221
134	263	2	1	1	18	45	-90.37612 38.64221,-90.375992 38.642374000000004
240	139	2	1	1	72	180	-90.380543 38.636582000000004,-90.380538 38.636623,-90.380526 38.636697,-90.38048 38.637116,-90.380476 38.637350999999995
139	240	2	1	1	72	180	-90.380476 38.637350999999995,-90.38048 38.637116,-90.380526 38.636697,-90.380538 38.636623,-90.380543 38.636582000000004
176	148	2	1	1	126	315	-90.381397 38.640358,-90.381387 38.640172,-90.381365 38.640119,-90.381322 38.64007,-90.381305 38.64006
148	176	2	1	1	126	315	-90.381305 38.64006,-90.381322 38.64007,-90.381365 38.640119,-90.381387 38.640172,-90.381397 38.640358
251	150	0	1	1	18	45	-90.391792 38.649476,-90.391808 38.649352,-90.391859 38.649146,-90.391876 38.649076
150	251	0	1	1	18	45	-90.391876 38.649076,-90.391859 38.649146,-90.391808 38.649352,-90.391792 38.649476
265	150	0	1	1	306	765	-90.393591 38.649001,-90.393566 38.649001999999996,-90.393129 38.649069,-90.392874 38.649102,-90.392611 38.649125,-90.39241 38.649125,-90.392319 38.649125,-90.392211 38.649118,-90.391876 38.649076
150	265	0	1	1	306	765	-90.391876 38.649076,-90.392211 38.649118,-90.392319 38.649125,-90.39241 38.649125,-90.392611 38.649125,-90.392874 38.649102,-90.393129 38.649069,-90.393566 38.649001999999996,-90.393591 38.649001
166	155	1	1	1	180	450	-90.379948 38.644888,-90.380062 38.644954999999996,-90.380159 38.645011,-90.380282 38.645071,-90.380384 38.645117,-90.380438 38.645173
155	166	1	1	1	180	450	-90.380438 38.645173,-90.380384 38.645117,-90.380282 38.645071,-90.380159 38.645011,-90.380062 38.644954999999996,-90.379948 38.644888
258	160	1	1	1	360	900	-90.380477 38.654160000000005,-90.382097 38.654142
160	258	1	1	1	360	900	-90.382097 38.654142,-90.380477 38.654160000000005
248	165	1	1	1	288	719	-90.377666 38.643648,-90.377539 38.643772999999996,-90.377231 38.644186000000005,-90.376526 38.645155
165	248	1	1	1	288	719	-90.376526 38.645155,-90.377231 38.644186000000005,-90.377539 38.643772999999996,-90.377666 38.643648
273	180	0	1	1	144	360	-90.386609 38.653363999999996,-90.386219 38.653287
180	273	0	1	1	144	360	-90.386219 38.653287,-90.386609 38.653363999999996
193	183	2	1	1	252	630	-90.384121 38.640952999999996,-90.384176 38.640974,-90.384321 38.640997,-90.384463 38.64099,-90.384555 38.640985,-90.385088 38.640856,-90.385188 38.640823,-90.385236 38.640788,-90.385257 38.640726,-90.385257 38.640654,-90.385174 38.640315
183	193	2	1	1	252	630	-90.385174 38.640315,-90.385257 38.640654,-90.385257 38.640726,-90.385236 38.640788,-90.385188 38.640823,-90.385088 38.640856,-90.384555 38.640985,-90.384463 38.64099,-90.384321 38.640997,-90.384176 38.640974,-90.384121 38.640952999999996
242	186	2	1	1	108	270	-90.37586 38.637901,-90.375855 38.638022,-90.375855 38.638183999999995,-90.375833 38.638374
186	242	2	1	1	108	270	-90.375833 38.638374,-90.375855 38.638183999999995,-90.375855 38.638022,-90.37586 38.637901
210	190	2	1	1	270	675	-90.374514 38.637943,-90.374573 38.638175000000004,-90.374567 38.639205000000004
190	210	2	1	1	270	675	-90.374567 38.639205000000004,-90.374573 38.638175000000004,-90.374514 38.637943
266	196	2	1	1	324	810	-90.375415 38.64492,-90.376279 38.643983,-90.376482 38.643714,-90.376558 38.643533000000005,-90.376584 38.643403,-90.37659 38.643249999999995,-90.376579 38.643055000000004
196	266	2	1	1	324	810	-90.376579 38.643055000000004,-90.37659 38.643249999999995,-90.376584 38.643403,-90.376558 38.643533000000005,-90.376482 38.643714,-90.376279 38.643983,-90.375415 38.64492
242	221	2	1	1	108	270	-90.37586 38.637901,-90.37579 38.637571,-90.375757 38.63741
221	242	2	1	1	108	270	-90.375757 38.63741,-90.37579 38.637571,-90.37586 38.637901
274	227	2	1	1	198	495	-90.376975 38.640055000000004,-90.376996 38.640769
227	274	2	1	1	198	495	-90.376996 38.640769,-90.376975 38.640055000000004
260	245	1	1	1	108	270	-90.377738 38.645049,-90.377749 38.645089999999996,-90.377765 38.64513,-90.37843 38.645438
245	260	1	1	1	108	270	-90.37843 38.645438,-90.377765 38.64513,-90.377749 38.645089999999996,-90.377738 38.645049
271	253	2	1	1	144	360	-90.37674 38.638342,-90.377148 38.638087
253	271	2	1	1	144	360	-90.377148 38.638087,-90.37674 38.638342
265	255	0	1	1	36	90	-90.393591 38.649001,-90.393786 38.64899
255	265	0	1	1	36	90	-90.393786 38.64899,-90.393591 38.649001
274	256	2	1	1	162	405	-90.376975 38.640055000000004,-90.377954 38.64005
256	274	2	1	1	162	405	-90.377954 38.64005,-90.376975 38.640055000000004
17	16	-1	0	1	0	0	-90.381677 38.643186,-90.381827 38.642919,-90.381938 38.642712
16	17	-1	0	1	0	0	-90.381938 38.642712,-90.381827 38.642919,-90.381677 38.643186
199	36	-1	0	1	0	0	-90.384267 38.646667,-90.38427 38.646767
36	199	-1	0	1	0	0	-90.38427 38.646767,-90.384267 38.646667
119	37	-1	0	1	0	0	-90.385438 38.646105,-90.385353 38.646238,-90.385302 38.646322,-90.385189 38.646524,-90.385021 38.646851
37	119	-1	0	1	0	0	-90.385021 38.646851,-90.385189 38.646524,-90.385302 38.646322,-90.385353 38.646238,-90.385438 38.646105
100	40	-1	0	1	0	0	-90.385972 38.641652,-90.385811 38.641143
40	100	-1	0	1	0	0	-90.385811 38.641143,-90.385972 38.641652
231	40	-1	0	1	0	0	-90.385576 38.640191,-90.385604 38.640358,-90.385811 38.641143
40	231	-1	0	1	0	0	-90.385811 38.641143,-90.385604 38.640358,-90.385576 38.640191
145	65	-1	0	1	0	0	-90.384747 38.653553,-90.384978 38.653608,-90.385219 38.653659000000005,-90.385348 38.653664,-90.385418 38.653641,-90.385426 38.653618,-90.385435 38.653592
65	145	-1	0	1	0	0	-90.385435 38.653592,-90.385426 38.653618,-90.385418 38.653641,-90.385348 38.653664,-90.385219 38.653659000000005,-90.384978 38.653608,-90.384747 38.653553
215	66	-1	0	1	0	0	-90.385065 38.650998,-90.385171 38.651273,-90.385267 38.651654,-90.385353 38.651917
66	215	-1	0	1	0	0	-90.385353 38.651917,-90.385267 38.651654,-90.385171 38.651273,-90.385065 38.650998
215	71	-1	0	1	0	0	-90.385065 38.650998,-90.384978 38.650773,-90.384855 38.650392,-90.384731 38.649868999999995,-90.384674 38.649421000000004
71	215	-1	0	1	0	0	-90.384674 38.649421000000004,-90.384731 38.649868999999995,-90.384855 38.650392,-90.384978 38.650773,-90.385065 38.650998
149	83	-1	0	1	0	0	-90.386182 38.645544,-90.386359 38.645607999999996,-90.386676 38.645709,-90.387085 38.645830000000004,-90.38744 38.645894999999996,-90.387809 38.64595,-90.388071 38.645981
83	149	-1	0	1	0	0	-90.388071 38.645981,-90.387809 38.64595,-90.38744 38.645894999999996,-90.387085 38.645830000000004,-90.386676 38.645709,-90.386359 38.645607999999996,-90.386182 38.645544
223	83	-1	0	1	0	0	-90.388758 38.645986,-90.388366 38.64599,-90.388071 38.645981
83	223	-1	0	1	0	0	-90.388071 38.645981,-90.388366 38.64599,-90.388758 38.645986
134	98	-1	0	1	0	0	-90.37612 38.64221,-90.375966 38.642105,-90.375811 38.641984,-90.375618 38.641757,-90.375467 38.64153,-90.375328 38.64126,-90.375248 38.641014999999996,-90.375225 38.640763
98	134	-1	0	1	0	0	-90.375225 38.640763,-90.375248 38.641014999999996,-90.375328 38.64126,-90.375467 38.64153,-90.375618 38.641757,-90.375811 38.641984,-90.375966 38.642105,-90.37612 38.64221
267	98	-1	0	1	0	0	-90.375211 38.640606,-90.375225 38.640763
98	267	-1	0	1	0	0	-90.375225 38.640763,-90.375211 38.640606
154	106	-1	0	1	0	0	-90.386169 38.644884000000005,-90.38601 38.644836999999995
106	154	-1	0	1	0	0	-90.38601 38.644836999999995,-90.386169 38.644884000000005
214	122	-1	0	1	0	0	-90.379353 38.63678,-90.379287 38.636761,-90.379094 38.636724,-90.378888 38.636692,-90.378686 38.636682,-90.378554 38.636684
